Protein	Protein(Ensembl)	Gene_Id	Source ID	ratio	iCUB	tAI	T3s	C3s	A3s	G3s	CAI_CODONW	CBI	Fop_CODONW	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo	CAI_EMBOSS	CAI_coRdon	MELP	E	GCB	Fop_coRdon	MILC_SELF	MILC_REF	B_SELF	B_REF	MCB_SELF	MCB_REF	ENC	ENC_prime_SELF	ENC_prime_REF	SCUO	Sc	St
P00927	YER086W	CENPK1137D_3497	fluxes_Gecko_Yu2021_std_010	0.061541310394528	33.0109365525445	0.327175347576675	0.5084	0.2489	0.3049	0.1699	0.312	0.364	0.618	39.63	0.333	0.412	565	576	-0.166667	0.076389	0.669	0.718449180784884	1.84030619606173	1.20091715208846	-0.075393828414796	0.538461538461538	0.691913647278208	0.375977458946184	0.387351758065854	0.322546611472931	0.296425801744217	0.42230686096134	39.6263578834769	51.7492080027339	47.1813511984768	0.232145106061404	-0.2538	0.0481
P06197	YPR113W	CENPK1137D_1806	fluxes_Gecko_Lahtvee2017_EtOH60	0.0616928260013628	30.16863129114	0.273693726086156	0.3934	0.306	0.2566	0.2847	0.17	0.178	0.505	49.56	0.466	0.436	208	220	0.100455	0.136364	0.557	0.710662577546166	1.04720076355403	0.757006198497088	-0.394679502786328	0.441860465116279	0.61480651836437	0.58709517769813	0.414843399133915	0.548005287086841	0.281291496614698	0.655961266023647	49.5634320460123	56.5231586391236	40.6734738050203	0.146202594667816	0.0085	0.0452
P16451	YGR193C	CENPK1137D_3158	fluxes_Gecko_Yu2020_Clim	0.0619562495815036	38.2698631628587	0.311144872467129	0.3677	0.2516	0.4639	0.2068	0.159	0.084	0.459	48.8	0.347	0.398	401	410	-0.410488	0.068293	0.54	0.635918645786327	1.05264084310734	0.466883503630445	-0.450577730309147	0.406565656565657	0.496062896077751	0.471255603775929	0.216929110939842	0.464632203222046	0.113619411193481	0.609518225224298	48.8044288999161	61	47.2491943758144	0.09744091509846	0.0309	0.0353
P27616	YAR015W	CENPK1137D_4987	fluxes_Gecko_Yu2021_Gln_glc2	0.0620074792173125	30.7612196430712	0.371155748779668	0.3547	0.3077	0.3613	0.2639	0.23	0.292	0.584	47.53	0.433	0.435	298	306	-0.395425	0.091503	0.595	0.675351584066969	1.31703474028839	0.8784130815741	-0.276499205949944	0.333333333333333	0.624625226194341	0.474266325015518	0.347183729923382	0.395239708066773	0.21783746919288	0.382172371241214	47.528100488965	56.9273013026555	49.8284124055325	0.156925747857875	-0.0415	0.0561
P38635	YFR025C	CENPK1137D_3408	fluxes_Gecko_Yu2021_N30_018	0.062030508782707	32.7474255229068	0.284734078612127	0.3233	0.3496	0.3656	0.3088	0.139	0.079	0.471	58.17	0.48	0.426	325	335	-0.31791	0.104478	0.496	0.65386658770765	0.812266188998746	0.642967357627254	-0.557011693337779	0.372307692307692	0.560905528649093	0.6905439820664	0.342327035948083	0.532417442172141	0.213130702425205	1.06570677572027	58.1687922798594	59.2232198793978	32.5425106423226	0.062502566085705	0.0418	0.0142
P16603	YHR042W	CENPK1137D_5438	fluxes_Gecko_Lahtvee2017_Osmo04	0.0622015554208618	40.2907476723204	0.337577263845192	0.3345	0.3965	0.2649	0.2731	0.226	0.298	0.582	49.29	0.522	0.465	673	691	-0.253256	0.099855	0.572	0.658755355526794	1.53264087675712	1.04832948113003	-0.269554846033988	0.407952871870398	0.720073371992042	0.469825242763738	0.41877358853608	0.399467530079064	0.38080299135798	0.655370253942765	49.2948635118652	49.6333471693884	45.7260575916157	0.123398269345284	-0.1978	0.0377
P32784	YBL011W	CENPK1137D_4915	fluxes_Gecko_Yu2021_Phe_std	0.0623275200027174	41.9669806365229	0.314442587056388	0.3339	0.3339	0.3605	0.2529	0.166	0.147	0.496	53.53	0.448	0.43	736	759	-0.295389	0.086957	0.519	0.606345395011186	0.992207506644308	0.482115726270809	-0.459280019168117	0.320375335120643	0.539691481890742	0.543930053216392	0.221125656411722	0.458656800354016	0.16124088201809	1.07314363167744	53.5302451365135	58.1530221801726	35.67613981589	0.061120752867098	-0.032	0.0185
P37254	YNR033W	CENPK1137D_2711	fluxes_Gecko_Lahtvee2017_REF	0.0624793223997738	34.2067602604448	0.27024646844111	0.3994	0.2646	0.3502	0.2827	0.136	0.081	0.462	56.39	0.41	0.418	757	787	-0.266328	0.092757	0.498	0.626603546197421	0.752157224373802	0.393028217752773	-0.562958279710485	0.290364583333333	0.518411084194851	0.68923234052089	0.201166761962256	0.511837961947039	0.113605370247378	1.30854105753463	56.3863227414918	60.3597472523763	32.7093828554699	0.050007704559187	-0.023	0.0184
P00890	YNR001C	CENPK1137D_2676	fluxes_Gecko_Yu2020_CN115	0.0627917895905651	38.0420754795407	0.317925249015851	0.488	0.192	0.3828	0.1838	0.254	0.264	0.549	41.86	0.295	0.398	468	479	-0.291649	0.091858	0.642	0.713283787537281	1.55052945951462	0.804824228844674	-0.171639195412359	0.623404255319149	0.616470153013203	0.397586868943582	0.304336669920219	0.378140541764125	0.158889150456155	0.377142649519252	41.8577146414072	57.2744429009546	50.364442290114	0.233549638943041	-0.1288	0.0548
P43619	YFR047C	CENPK1137D_3322	fluxes_Gecko_Yu2021_Phe_std	0.0628385384301201	30.3643033394416	0.290802322501504	0.428	0.2966	0.2593	0.2814	0.188	0.204	0.523	51.05	0.445	0.444	283	295	-0.136949	0.077966	0.552	0.673521399881042	0.999529553121119	0.659646439881823	-0.362626518790513	0.426116838487972	0.524067409923725	0.524314071842376	0.304691850269579	0.461901758045059	0.166233504119487	0.702146309460924	51.0527799647861	61	41.5549360617791	0.102736952817564	-0.0615	0.0448
P26637	YPL160W	CENPK1137D_1538	fluxes_Gecko_Yu2020_CN30	0.063426364810006	31.1109799017721	0.335686117419302	0.4865	0.2469	0.3873	0.1948	0.3	0.299	0.59	41.98	0.327	0.394	1050	1090	-0.435229	0.113761	0.683	0.720819382383982	1.37690971147537	1.06424254822974	-0.139026959190413	0.45479962721342	0.609265102454824	0.44248733041616	0.289949999412864	0.272447291169824	0.242986599561331	0.415734974868055	41.9754135804801	53.9995559970598	49.9785239968279	0.180758666339035	-0.1489	0.0575
P32179	YOL064C	CENPK1137D_2456	fluxes_Gecko_Yu2020_Clim	0.0640821553016534	40.6280388279848	0.315146691621542	0.4169	0.2475	0.3933	0.2066	0.2	0.185	0.516	50.48	0.35	0.407	351	357	-0.229972	0.072829	0.578	0.646691934891117	1.0865475883216	0.573446713066512	-0.34376102083504	0.324712643678161	0.492919058350018	0.453656207650726	0.238818466069946	0.416461478683629	0.089610692413574	0.494877046432734	50.484565779821	61	43.6291638440262	0.114900588100171	-0.0618	0.0409
P32784	YBL011W	CENPK1137D_4915	fluxes_Gecko_Yu2021_N30_005	0.0641355786759115	41.9669806365229	0.314442587056388	0.3339	0.3339	0.3605	0.2529	0.166	0.147	0.496	53.53	0.448	0.43	736	759	-0.295389	0.086957	0.519	0.606345395011186	0.992207506644308	0.482115726270809	-0.459280019168117	0.320375335120643	0.539691481890742	0.543930053216392	0.221125656411722	0.458656800354016	0.16124088201809	1.07314363167744	53.5302451365135	58.1530221801726	35.67613981589	0.061120752867098	-0.032	0.0185
P16862	YMR205C	CENPK1137D_242	fluxes_Gecko_Yu2021_std_010	0.0647386785309878	34.0340425393688	0.378943330681995	0.486	0.2805	0.2992	0.1443	0.512	0.594	0.754	34.05	0.346	0.432	925	959	-0.229718	0.072993	0.785	0.812227409871893	2.26176788852166	1.82412524422441	0.186255277807136	0.670526315789474	0.934670842473307	0.413247905418017	0.564790648185878	0.309622735595669	0.590516875116338	0.415673393008997	34.0485312967174	44.8560684410394	48.7657412491059	0.343392408411532	-0.2047	0.0922
P32895	YKL181W	CENPK1137D_1129	fluxes_Gecko_Yu2021_N30_018	0.0647910432729895	26.5035615446984	0.334977050848384	0.4943	0.2314	0.3168	0.207	0.255	0.294	0.581	43.45	0.337	0.418	415	427	-0.257143	0.04918	0.624	0.686251267745868	1.40116801040043	0.911607106116242	-0.226121281118981	0.5	0.60050696135372	0.428575985817794	0.326410511172575	0.358060516402944	0.219197193498936	0.5326016801389	43.4523688952803	55.450252420812	45.2657449012176	0.189741217521742	-0.1617	0.06
P29509	YDR353W	CENPK1137D_4179	fluxes_Gecko_Yu2021_N30_005	0.0652977283288733	33.0992440064698	0.369478951772066	0.4048	0.3294	0.315	0.1853	0.315	0.403	0.643	42.89	0.409	0.457	308	319	-0.158307	0.068966	0.65	0.705648483694116	1.61541318507938	1.29395553656494	-0.089962937065393	0.345047923322684	0.656347631697036	0.406303252789646	0.395934013743884	0.305987340797635	0.23831744533123	0.278691376197478	42.8887059969122	56.0568190617726	54.4972490257405	0.214138189530015	-0.1332	0.0655
P13188	YOR168W	CENPK1137D_2187	fluxes_Gecko_Yu2021_N30_010	0.065501306843671	30.2120506748647	0.321906737562735	0.4943	0.2179	0.3907	0.2011	0.269	0.277	0.578	40.98	0.314	0.378	784	809	-0.659333	0.100124	0.663	0.705363205019304	1.34899663461975	0.751788483902549	-0.204474639840167	0.48306148055207	0.571331524765012	0.423523313626395	0.253271925368605	0.336892531332571	0.158606920322093	0.482005159945517	40.9759019975197	56.9037714663652	48.7057550688192	0.177884284011774	-0.0838	0.0669
P17649	YGR019W	CENPK1137D_2989	fluxes_Gecko_Yu2021_Gln_glc1	0.0657980090401383	31.9119726483053	0.335823951996023	0.3962	0.2884	0.3833	0.2327	0.287	0.297	0.579	42.75	0.393	0.42	461	471	-0.419745	0.10828	0.663	0.726819642229649	1.43596838958708	1.04831139984061	-0.121849573156059	0.417204301075269	0.668085914600916	0.465251129095557	0.370164054043108	0.353105054566219	0.232599133206277	0.432827235722257	42.7543866422391	53.866840425705	48.133181944499	0.188969769032037	-0.0915	0.0524
P29509	YDR353W	CENPK1137D_4179	fluxes_Gecko_Yu2021_Gln_glc1	0.065845281018426	33.0992440064698	0.369478951772066	0.4048	0.3294	0.315	0.1853	0.315	0.403	0.643	42.89	0.409	0.457	308	319	-0.158307	0.068966	0.65	0.705648483694116	1.61541318507938	1.29395553656494	-0.089962937065393	0.345047923322684	0.656347631697036	0.406303252789646	0.395934013743884	0.305987340797635	0.23831744533123	0.278691376197478	42.8887059969122	56.0568190617726	54.4972490257405	0.214138189530015	-0.1332	0.0655
P12709	YBR196C	CENPK1137D_4748	fluxes_Gecko_Lahtvee2017_EtOH60	0.0658905223429867	33.031206803241	0.440160111321353	0.4341	0.3841	0.2321	0.216	0.681	0.729	0.841	30.19	0.467	0.433	535	554	-0.225632	0.106498	0.856	0.922578150390967	2.34520409277824	1.92219095624142	0.312553650669222	0.734657039711191	1.24175685972687	0.52948775910408	0.735284092829016	0.382523958112239	0.803851355654632	0.31855087407176	30.1928401371809	37.0826141415965	48.942235953369	0.463194652187823	-0.3054	0.1081
P18408	YPR167C	CENPK1137D_1859	fluxes_Gecko_Lahtvee2017_Osmo04	0.0659856244335953	30.7363085048846	0.296552270201813	0.3918	0.2577	0.4309	0.2738	0.162	0.067	0.462	53.44	0.379	0.398	253	261	-0.595785	0.114943	0.548	0.682897714216537	0.892738361795314	0.523767431963667	-0.479386755830262	0.292490118577075	0.476449167384084	0.533694067347947	0.243407295081266	0.464723998146855	0.122285928546422	0.679016951778898	53.4411927684832	61	40.3788711162787	0.103066377011956	-0.0198	0.0064
P06208	YNL104C	CENPK1137D_2575	fluxes_Gecko_Lahtvee2017_Osmo04	0.0660763025076407	35.4794409595296	0.34023037048604	0.462	0.286	0.3077	0.1963	0.292	0.347	0.61	43.47	0.378	0.439	603	619	-0.384976	0.080775	0.651	0.676016457330566	1.70552783481596	1.02079530669298	-0.105424940754931	0.366666666666667	0.649061611366622	0.380563481942036	0.345318657712311	0.338283939442298	0.266425755582578	0.392405828707597	43.4721246982226	53.7390473041278	50.0846530482855	0.168093653216329	-0.1922	0.0493
P31688	YDR074W	CENPK1137D_3894	fluxes_Gecko_Lahtvee2017_Osmo06	0.0669116484886623	29.5748377817204	0.302620633799611	0.435	0.2759	0.3966	0.1823	0.236	0.238	0.55	45.19	0.35	0.397	857	896	-0.516406	0.097098	0.621	0.695458164297351	1.30106510889726	0.632863160334206	-0.24146304874486	0.43298969072165	0.553337491096519	0.425295772911405	0.22601054657357	0.357123878808521	0.147322517464645	0.44497283109564	45.1872236550195	57.7742748680737	49.0865551713311	0.134123719464233	-0.0974	0.0317
P08566	YDR127W	CENPK1137D_3951	fluxes_Gecko_Lahtvee2017_REF	0.0669420659028201	36.0388790394748	0.31023712436837	0.4749	0.2276	0.3604	0.1839	0.217	0.213	0.534	44.67	0.321	0.402	1540	1588	-0.1216	0.077456	0.609	0.669577691277683	1.27144362661007	0.55376007318122	-0.270441156025621	0.401417525773196	0.559073362421713	0.439715415391492	0.203158902022183	0.366871704662785	0.126219462105037	0.572477678096914	44.6670436618726	57.013991429148	47.4575051880911	0.130120650554915	-0.1309	0.038
P41338	YPL028W	CENPK1137D_1673	fluxes_Gecko_Yu2021_N30_010	0.0671192664713116	31.1358879560853	0.347643407446227	0.5124	0.2422	0.2928	0.1791	0.366	0.464	0.677	36.92	0.336	0.441	390	398	0.011307	0.055276	0.709	0.750631756047544	2.06895673619676	1.68523725781449	-0.002493378137457	0.572164948453608	0.719613351401198	0.347814596028731	0.451311875740077	0.267803167564289	0.326972167818619	0.311775828605104	36.9198099669899	51.1399178285006	52.716676251703	0.274760887029585	-0.2355	0.0572
P08524	YJL167W	CENPK1137D_1466	fluxes_Gecko_Lahtvee2017_REF	0.0674798038532219	31.8275110085556	0.401124814597781	0.3295	0.4023	0.3385	0.2692	0.373	0.452	0.68	40.36	0.493	0.419	341	352	-0.32017	0.113636	0.694	0.748359419674388	2.0513773193213	1.71706433629746	-0.01427069526435	0.445086705202312	0.757029491481804	0.369034737954628	0.454566167717033	0.264734499522146	0.355676208575251	0.415761994968867	40.3580626576899	50.5314414484098	48.2676386138727	0.240147240738038	-0.0652	0.0892
P41338	YPL028W	CENPK1137D_1673	fluxes_Gecko_Yu2021_Gln_N30	0.067709373154486	31.1358879560853	0.347643407446227	0.5124	0.2422	0.2928	0.1791	0.366	0.464	0.677	36.92	0.336	0.441	390	398	0.011307	0.055276	0.709	0.750631756047544	2.06895673619676	1.68523725781449	-0.002493378137457	0.572164948453608	0.719613351401198	0.347814596028731	0.451311875740077	0.267803167564289	0.326972167818619	0.311775828605104	36.9198099669899	51.1399178285006	52.716676251703	0.274760887029585	-0.2355	0.0572
P37012	YMR105C	CENPK1137D_136	fluxes_Gecko_Lahtvee2017_EtOH60	0.0677578201667099	34.5266524724119	0.318136969880364	0.4836	0.2823	0.3118	0.1984	0.308	0.336	0.612	42.16	0.366	0.412	554	569	-0.343234	0.110721	0.675	0.711152153252383	1.7068171814541	1.27078710888795	-0.100136601042397	0.536412078152753	0.639039098901237	0.374403952482372	0.356953843639313	0.280891930003665	0.307418134503164	0.356621343423792	42.159551504588	51.6263250339777	50.2530535015054	0.179865946721164	-0.2344	0.0446
P39726	YAL044C	CENPK1137D_4934	fluxes_Gecko_Yu2021_Gln_N30	0.0682126192371547	34.9277270188126	0.338063907881807	0.3438	0.3594	0.2782	0.2756	0.162	0.121	0.475	44.58	0.5	0.484	162	170	-0.436471	0.070588	0.516	0.711051130150043	1.11165442540803	0.856848430336935	-0.377989107833933	0.404907975460123	0.787225409158797	0.708156591802212	0.515736671602392	0.601899534786556	0.446432530106384	0.717281916424396	44.5817114313773	44.7225706538741	37.4036469452261	0.216618343117115	-0.1819	0.006
P36013	YKL029C	CENPK1137D_975	fluxes_Gecko_Yu2021_Phe_std	0.0683570947782362	26.3340696184428	0.359919658873967	0.312	0.3504	0.3359	0.2355	0.231	0.326	0.589	47.23	0.469	0.472	652	669	-0.318983	0.070254	0.574	0.651186810434829	1.62132867920314	1.01139529302428	-0.217985059799119	0.427244582043344	0.669191230803938	0.412742486694822	0.371314498163136	0.367130933596526	0.35216757057104	0.467266299676831	47.2252185707003	52.5470277934863	47.0973879988123	0.148258494639863	-0.0397	0.0572
P31688	YDR074W	CENPK1137D_3894	fluxes_Gecko_Lahtvee2017_EtOH60	0.0684564983474742	29.5748377817204	0.302620633799611	0.435	0.2759	0.3966	0.1823	0.236	0.238	0.55	45.19	0.35	0.397	857	896	-0.516406	0.097098	0.621	0.695458164297351	1.30106510889726	0.632863160334206	-0.24146304874486	0.43298969072165	0.553337491096519	0.425295772911405	0.22601054657357	0.357123878808521	0.147322517464645	0.44497283109564	45.1872236550195	57.7742748680737	49.0865551713311	0.134123719464233	-0.0974	0.0317
P23542	YLR027C	CENPK1137D_874	fluxes_Gecko_Yu2021_std_010	0.0685449258688352	35.1496106490213	0.33165589407184	0.3798	0.3472	0.293	0.231	0.232	0.264	0.559	50.69	0.455	0.46	404	418	-0.16244	0.093301	0.587	0.675582519696703	1.29896594382107	0.937850477912552	-0.261652173097953	0.41320293398533	0.623653174254905	0.480115107883699	0.342636478101092	0.36534232926311	0.245995245491498	0.47935870910471	50.6931147743338	56.0646383965221	48.4075470690951	0.140010245791607	-0.1547	0.0382
P05375	YJR073C	CENPK1137D_1366	fluxes_Gecko_Yu2020_Clim	0.0687041864870805	32.3370493465646	0.308488426857767	0.3106	0.4224	0.1544	0.3704	0.173	0.264	0.56	48.15	0.618	0.489	191	206	0.220874	0.121359	0.519	0.732669309999652	1.16539995887171	1.0871805441664	-0.385445603936329	0.475490196078431	0.845899872241642	0.725845119353364	0.591276429530252	0.543862224818985	0.506020360573786	0.78864498364845	48.1456005047623	45.5894350400156	38.1317537791018	0.203847179361328	-0.2001	0.0246
P12709	YBR196C	CENPK1137D_4748	fluxes_Gecko_Yu2021_Gln_glc1	0.0688011037745811	33.031206803241	0.440160111321353	0.4341	0.3841	0.2321	0.216	0.681	0.729	0.841	30.19	0.467	0.433	535	554	-0.225632	0.106498	0.856	0.922578150390967	2.34520409277824	1.92219095624142	0.312553650669222	0.734657039711191	1.24175685972687	0.52948775910408	0.735284092829016	0.382523958112239	0.803851355654632	0.31855087407176	30.1928401371809	37.0826141415965	48.942235953369	0.463194652187823	-0.3054	0.1081
P25340	YGL012W	CENPK1137D_2960	fluxes_Gecko_Lahtvee2017_EtOH60	0.0689425579719863	29.5774679622733	0.305844222401489	0.4016	0.2846	0.2838	0.3418	0.23	0.282	0.578	46.12	0.459	0.415	438	473	0.124947	0.205074	0.627	0.773253930967175	1.08063785111583	1.03069053066398	-0.268290805935764	0.543103448275862	0.609142917873707	0.563688304314646	0.344030822329242	0.333786730443342	0.244485696013924	0.562227668974628	46.1248309132623	56.1054684470541	45.6720254975385	0.129612452046435	-0.0433	0.0606
P32179	YOL064C	CENPK1137D_2456	fluxes_Gecko_Lahtvee2017_Osmo04	0.0689604605479716	40.6280388279848	0.315146691621542	0.4169	0.2475	0.3933	0.2066	0.2	0.185	0.516	50.48	0.35	0.407	351	357	-0.229972	0.072829	0.578	0.646691934891117	1.0865475883216	0.573446713066512	-0.34376102083504	0.324712643678161	0.492919058350018	0.453656207650726	0.238818466069946	0.416461478683629	0.089610692413574	0.494877046432734	50.484565779821	61	43.6291638440262	0.114900588100171	-0.0618	0.0409
P36013	YKL029C	CENPK1137D_975	fluxes_Gecko_Yu2021_N30_030	0.0691364539356755	26.3340696184428	0.359919658873967	0.312	0.3504	0.3359	0.2355	0.231	0.326	0.589	47.23	0.469	0.472	652	669	-0.318983	0.070254	0.574	0.651186810434829	1.62132867920314	1.01139529302428	-0.217985059799119	0.427244582043344	0.669191230803938	0.412742486694822	0.371314498163136	0.367130933596526	0.35216757057104	0.467266299676831	47.2252185707003	52.5470277934863	47.0973879988123	0.148258494639863	-0.0397	0.0572
P00498	YER055C	CENPK1137D_3459	fluxes_Gecko_Yu2021_std_010	0.0691888129126495	30.6135443890909	0.293146833916632	0.465	0.2181	0.35	0.1843	0.192	0.203	0.524	48.79	0.321	0.41	290	297	0.09697	0.053872	0.569	0.669594345252615	1.11652643207949	0.549532585729232	-0.342252844056725	0.417543859649123	0.520015057525831	0.465743615721951	0.252099571840089	0.458752726201945	0.114842800636094	0.423398147810685	48.790809691696	61	44.7494986238798	0.163827780386788	-0.0686	0.032
P16603	YHR042W	CENPK1137D_5438	fluxes_Gecko_Yu2021_N30_018	0.0693433327307543	40.2907476723204	0.337577263845192	0.3345	0.3965	0.2649	0.2731	0.226	0.298	0.582	49.29	0.522	0.465	673	691	-0.253256	0.099855	0.572	0.658755355526794	1.53264087675712	1.04832948113003	-0.269554846033988	0.407952871870398	0.720073371992042	0.469825242763738	0.41877358853608	0.399467530079064	0.38080299135798	0.655370253942765	49.2948635118652	49.6333471693884	45.7260575916157	0.123398269345284	-0.1978	0.0377
P49095	YMR189W	CENPK1137D_225	fluxes_Gecko_Yu2021_Phe_N30	0.069392255038342	36.6405166619555	0.283921046970188	0.4523	0.2238	0.3781	0.1909	0.189	0.173	0.501	46.36	0.324	0.399	1002	1034	-0.195551	0.071567	0.576	0.657461332591737	1.16147723110568	0.447881941796495	-0.359364373974607	0.496031746031746	0.538181732114894	0.46335969203853	0.193676244553898	0.43242700024262	0.108390308881813	0.75304103048224	46.3564122724451	59.8027163223304	43.2219892889781	0.137689210688783	-0.1013	0.0293
P07245	YGR204W	CENPK1137D_3170	fluxes_Gecko_Yu2021_N30_018	0.0696454545394355	30.7480059882217	0.365641874571224	0.3673	0.3608	0.2861	0.216	0.277	0.384	0.631	44.85	0.461	0.469	925	946	-0.124313	0.05814	0.614	0.668823712847287	1.54338976722172	1.27758655613741	-0.153910011549579	0.378494623655914	0.687756125444922	0.445614024435942	0.370768556821269	0.29021012708699	0.369437115021848	0.525406132208126	44.845979273546	51.5162549318533	44.9728964178247	0.156313206840303	-0.1561	0.0507
